conflict_country,iso3c,med_loc_x,med_loc_y,latitude_con,longitude_con,dist_mediation_conflict,mediation_count,agreements_sum
Libya,LBY,3.0589,36.7539,27.016716392720838,18.06679321821868,1779.9367322570308,2,0
Libya,LBY,30,27,27.016716392720838,18.06679321821868,1183.900060966339,1,0
Libya,LBY,31.2358,30.0444,27.016716392720838,18.06679321821868,1330.9873441857924,14,4
Libya,LBY,32.5,15.6,27.016716392720838,18.06679321821868,1956.5630972619097,1,0
Libya,LBY,32.5811,0.3136,27.016716392720838,18.06679321821868,3338.1467127047067,1,0
Libya,LBY,32.85,39.93,27.016716392720838,18.06679321821868,1979.3546042222583,2,0
Libya,LBY,35.8344,34.4367,27.016716392720838,18.06679321821868,1886.2768784795971,74,2
Libya,LBY,37.6172,55.7558,27.016716392720838,18.06679321821868,3558.210796548251,5,0
Libya,LBY,38.74,9.03,27.016716392720838,18.06679321821868,2949.3869539890206,2,0
Libya,LBY,39.1728,21.5433,27.016716392720838,18.06679321821868,2223.748806641656,1,0
Libya,LBY,4.3525,50.8467,27.016716392720838,18.06679321821868,2889.5222773583637,1,0
Libya,LBY,46.7167,24.6333,27.016716392720838,18.06679321821868,2878.5869451325752,2,0
Libya,LBY,47.6581,29.3375,27.016716392720838,18.06679321821868,2909.5525895861847,1,0
Libya,LBY,50.55,26,27.016716392720838,18.06679321821868,3231.048725025936,1,0
Libya,LBY,51.25,25.5,27.016716392720838,18.06679321821868,3309.7133092400904,2,0
Libya,LBY,51.3889,35.6892,27.016716392720838,18.06679321821868,3295.182406970212,1,0
Libya,LBY,51.5333,25.2867,27.016716392720838,18.06679321821868,3342.059856898337,1,0
Libya,LBY,54,24,27.016716392720838,18.06679321821868,3615.827570628389,2,0
Libya,LBY,58.5922,23.6139,27.016716392720838,18.06679321821868,4080.776059461846,2,0
Libya,LBY,9,34,27.016716392720838,18.06679321821868,1163.829441907428,1,0
Sudan,SDN,-0.1275,51.5072,15.967966109559558,29.907465245720665,4757.95907240669,1,0
Sudan,SDN,-12,20,15.967966109559558,29.907465245720665,4449.917844536637,1,0
Sudan,SDN,-15.9785,18.0858,15.967966109559558,29.907465245720665,4878.893155363317,1,0
Sudan,SDN,-4.0333,5.3167,15.967966109559558,29.907465245720665,3888.6316093790183,1,0
Sudan,SDN,-73.9249,40.6943,15.967966109559558,29.907465245720665,9989.339125108872,24,1
Sudan,SDN,-77.0163,38.9047,15.967966109559558,29.907465245720665,10309.364003143899,9,2
Sudan,SDN,1.1667,8,15.967966109559558,29.907465245720665,3247.7149101407695,1,0
Sudan,SDN,10.7389,59.9133,15.967966109559558,29.907465245720665,5120.4442864665,1,0
Sudan,SDN,116.3975,39.9067,15.967966109559558,29.907465245720665,8595.145159698868,3,0
Sudan,SDN,12.4828,41.8933,15.967966109559558,29.907465245720665,3323.231901294541,3,0
Sudan,SDN,12.8333,42.8333,15.967966109559558,29.907465245720665,3392.803396326188,1,0
Sudan,SDN,121.97,20.45,15.967966109559558,29.907465245720665,9614.983796081488,1,0
Sudan,SDN,13.405,52.52,15.967966109559558,29.907465245720665,4307.877611289753,7,2
Sudan,SDN,15.05,12.11,15.967966109559558,29.907465245720665,1660.0308902393854,5,0
Sudan,SDN,18.0686,59.3294,15.967966109559558,29.907465245720665,4909.900434067496,2,0
Sudan,SDN,19,15,15.967966109559558,29.907465245720665,1175.170835423705,1,0
Sudan,SDN,2.3522,48.8567,15.967966109559558,29.907465245720665,4423.758597469643,8,0
Sudan,SDN,22,14.1,15.967966109559558,29.907465245720665,874.9884413991583,1,0
Sudan,SDN,24.8833,12.05,15.967966109559558,29.907465245720665,694.513153478229,2,0
Sudan,SDN,24.9042,15.7662,15.967966109559558,29.907465245720665,536.3258618399109,5,1
Sudan,SDN,25.35,13.6306,15.967966109559558,29.907465245720665,554.5601662284897,4,0
Sudan,SDN,28,11.5,15.967966109559558,29.907465245720665,535.6238535558614,1,0
Sudan,SDN,28.0456,-26.2044,15.967966109559558,29.907465245720665,4669.9315300951685,1,0
Sudan,SDN,28.1881,-25.7461,15.967966109559558,29.907465245720665,4618.5647795954355,1,0
Sudan,SDN,3.0589,36.7539,15.967966109559558,29.907465245720665,3510.116285585266,1,0
Sudan,SDN,30,-2,15.967966109559558,29.907465245720665,1987.273944413898,1,0
Sudan,SDN,30,11,15.967966109559558,29.907465245720665,549.7236283700588,3,0
Sudan,SDN,30,15,15.967966109559558,29.907465245720665,107.56807151330747,25,3
Sudan,SDN,30,27,15.967966109559558,29.907465245720665,1221.569354457594,6,0
Sudan,SDN,30,8,15.967966109559558,29.907465245720665,881.5042033967065,3,0
Sudan,SDN,31.2358,30.0444,15.967966109559558,29.907465245720665,1564.8273412489114,33,0
Sudan,SDN,31.6,4.85,15.967966109559558,29.907465245720665,1243.6391895998524,72,19
Sudan,SDN,32,1,15.967966109559558,29.907465245720665,1671.3846451729319,3,0
Sudan,SDN,32.4795,0.0486,15.967966109559558,29.907465245720665,1783.2559987319914,7,0
Sudan,SDN,32.5,15.6,15.967966109559558,29.907465245720665,280.7525597034919,130,10
Sudan,SDN,32.5811,0.3136,15.967966109559558,29.907465245720665,1756.15195073553,7,0
Sudan,SDN,32.85,39.93,15.967966109559558,29.907465245720665,2670.97262099201,1,0
Sudan,SDN,34.75,31.5,15.967966109559558,29.907465245720665,1789.0983883744723,1,0
Sudan,SDN,35,39,15.967966109559558,29.907465245720665,2600.3464735753,1,0
Sudan,SDN,35.8344,34.4367,15.967966109559558,29.907465245720665,2130.1953072981973,3,0
Sudan,SDN,36,14,15.967966109559558,29.907465245720665,690.4789759142935,2,0
Sudan,SDN,36,16,15.967966109559558,29.907465245720665,652.1489381631619,3,0
Sudan,SDN,36.4,15.45,15.967966109559558,29.907465245720665,698.2475189690531,2,0
Sudan,SDN,36.8172,-1.2864,15.967966109559558,29.907465245720665,2054.071623732183,14,0
Sudan,SDN,37,19,15.967966109559558,29.907465245720665,824.5087629898081,1,0
Sudan,SDN,37.2167,19.6167,15.967966109559558,29.907465245720665,873.6959446267631,20,0
Sudan,SDN,37.6172,55.7558,15.967966109559558,29.907465245720665,4464.053428488553,1,0
Sudan,SDN,38,1,15.967966109559558,29.907465245720665,1878.8100852572559,4,0
Sudan,SDN,38,8,15.967966109559558,29.907465245720665,1245.895563844483,3,0
Sudan,SDN,38.74,9.03,15.967966109559558,29.907465245720665,1228.6110052842112,50,2
Sudan,SDN,38.925,15.3228,15.967966109559558,29.907465245720665,969.4234777899286,1,0
Sudan,SDN,39.1728,21.5433,15.967966109559558,29.907465245720665,1155.0401438271854,9,2
Sudan,SDN,4.3525,50.8467,15.967966109559558,29.907465245720665,4492.10519081158,2,0
Sudan,SDN,43,11.5,15.967966109559558,29.907465245720665,1499.2888739640034,9,1
Sudan,SDN,45,25,15.967966109559558,29.907465245720665,1862.7758107764794,8,1
Sudan,SDN,46.7167,24.6333,15.967966109559558,29.907465245720665,1997.9356419373457,7,0
Sudan,SDN,51.25,25.5,15.967966109559558,29.907465245720665,2455.904029547534,1,0
Sudan,SDN,51.5333,25.2867,15.967966109559558,29.907465245720665,2474.1260695722967,4,0
Sudan,SDN,54,24,15.967966109559558,29.907465245720665,2668.854069945846,1,0
Sudan,SDN,54.3667,24.4667,15.967966109559558,29.907465245720665,2718.4109174828513,2,0
Sudan,SDN,6.1469,46.2017,15.967966109559558,29.907465245720665,4013.152970794977,3,0
Sudan,SDN,8,47,15.967966109559558,29.907465245720665,3991.3559011491147,1,1
Sudan,SDN,9,51,15.967966109559558,29.907465245720665,4311.085787297422,1,0
Syria,SYR,-73.9249,40.6943,35.016777325870294,38.48446214064041,9150.182406942198,35,0
Syria,SYR,102.4955,19.8563,35.016777325870294,38.48446214064041,6439.7504667294215,1,0
Syria,SYR,116.3975,39.9067,35.016777325870294,38.48446214064041,6689.548297191586,1,0
Syria,SYR,13.405,52.52,35.016777325870294,38.48446214064041,2776.442250611657,1,0
Syria,SYR,28.955,41.0136,35.016777325870294,38.48446214064041,1068.1329843470294,2,0
Syria,SYR,31.2358,30.0444,35.016777325870294,38.48446214064041,875.7647740821301,7,0
Syria,SYR,32.85,39.93,35.016777325870294,38.48446214064041,738.4229700398315,12,0
Syria,SYR,35.0056,29.5319,35.016777325870294,38.48446214064041,690.7750706548022,2,0
Syria,SYR,35.7833,35.5167,35.016777325870294,38.48446214064041,251.95241562509113,1,0
Syria,SYR,35.9328,31.9497,35.016777325870294,38.48446214064041,414.643748097279,3,0
Syria,SYR,36,31,35.016777325870294,38.48446214064041,502.2922890661629,1,0
Syria,SYR,36.2919,33.5131,35.016777325870294,38.48446214064041,261.896341380109,35,0
Syria,SYR,36.6333,35.9333,35.016777325870294,38.48446214064041,196.37790766913102,1,0
Syria,SYR,36.8167,31.9167,35.016777325870294,38.48446214064041,377.1548570949368,1,0
Syria,SYR,37.6172,55.7558,35.016777325870294,38.48446214064041,2305.875122715103,9,0
Syria,SYR,37.9333,26.6,35.016777325870294,38.48446214064041,934.6279014450378,1,0
Syria,SYR,37.965,36.51,35.016777325870294,38.48446214064041,172.21001667956904,1,1
Syria,SYR,39.1728,21.5433,35.016777325870294,38.48446214064041,1494.7358968760147,4,0
Syria,SYR,4.3525,50.8467,35.016777325870294,38.48446214064041,3251.0470848188857,3,0
Syria,SYR,40.1333,35.3333,35.016777325870294,38.48446214064041,154.2464756346466,2,0
Syria,SYR,40.7422,36.5117,35.016777325870294,38.48446214064041,263.0398416036904,1,0
Syria,SYR,44.3661,33.3153,35.016777325870294,38.48446214064041,574.1023497785321,4,0
Syria,SYR,45,25,35.016777325870294,38.48446214064041,1275.1515508274015,1,0
Syria,SYR,46.7167,24.6333,35.016777325870294,38.48446214064041,1397.9437916301192,1,0
Syria,SYR,47.9783,29.3697,35.016777325870294,38.48446214064041,1091.6063439734448,1,0
Syria,SYR,51.3889,35.6892,35.016777325870294,38.48446214064041,1174.4634836363628,1,0
Syria,SYR,51.5333,25.2867,35.016777325870294,38.48446214064041,1653.605710993338,2,0
Syria,SYR,54,24,35.016777325870294,38.48446214064041,1933.19919800484,1,0
Syria,SYR,58.5922,23.6139,35.016777325870294,38.48446214064041,2319.2294432279573,2,0
Syria,SYR,6.1469,46.2017,35.016777325870294,38.48446214064041,2978.330411933618,12,0
Syria,SYR,71.4222,51.1472,35.016777325870294,38.48446214064041,3184.1584901271026,5,0
Syria,SYR,9.836,46.8027,35.016777325870294,38.48446214064041,2723.7885382728064,1,0
Yemen,YEM,-0.1275,51.5072,15.917280681859959,47.56778725520255,5767.12827542457,2,0
Yemen,YEM,-73.9249,40.6943,15.917280681859959,47.56778725520255,11320.234543242257,10,0
Yemen,YEM,-74.2683,4.7344,15.917280681859959,47.56778725520255,13233.19928386185,1,0
Yemen,YEM,-77.0163,38.9047,15.917280681859959,47.56778725520255,11650.86911454981,10,0
Yemen,YEM,-77.1011,38.8786,15.917280681859959,47.56778725520255,11658.550120998245,1,0
Yemen,YEM,0.3581,50.8886,15.917280681859959,47.56778725520255,5707.134977299994,1,0
Yemen,YEM,116.3975,39.9067,15.917280681859959,47.56778725520255,7096.191558931278,1,0
Yemen,YEM,13.405,52.52,15.917280681859959,47.56778725520255,5047.548102433864,1,0
Yemen,YEM,139.6922,35.6897,15.917280681859959,47.56778725520255,9183.278590659287,1,0
Yemen,YEM,18.0686,59.3294,15.917280681859959,47.56778725520255,5386.098047788194,2,1
Yemen,YEM,2.3522,48.8567,15.917280681859959,47.56778725520255,5480.640641257935,2,0
Yemen,YEM,21.0111,52.23,15.917280681859959,47.56778725520255,4659.784417221839,1,0
Yemen,YEM,30,27,15.917280681859959,47.56778725520255,2191.544603247351,2,0
Yemen,YEM,31.2358,30.0444,15.917280681859959,47.56778725520255,2286.341517365041,2,0
Yemen,YEM,35.9328,31.9497,15.917280681859959,47.56778725520255,2130.968183225403,30,5
Yemen,YEM,36,31,15.917280681859959,47.56778725520255,2043.045390063538,1,1
Yemen,YEM,37,19,15.917280681859959,47.56778725520255,1172.9441162055975,1,0
Yemen,YEM,37.6172,55.7558,15.917280681859959,47.56778725520255,4501.748756417836,10,0
Yemen,YEM,39.1728,21.5433,15.917280681859959,47.56778725520255,1081.962622847488,5,1
Yemen,YEM,4.3525,50.8467,15.917280681859959,47.56778725520255,5454.9390524496675,1,0
Yemen,YEM,42.951,14.802,15.917280681859959,47.56778725520255,510.81053297448165,1,0
Yemen,YEM,42.9511,14.8022,15.917280681859959,47.56778725520255,510.79454303226197,4,1
Yemen,YEM,43.2504,13.3203,15.917280681859959,47.56778725520255,546.6986208923995,3,0
Yemen,YEM,44,33,15.917280681859959,47.56778725520255,1926.1122856132129,1,0
Yemen,YEM,44.0219,13.5789,15.917280681859959,47.56778725520255,461.18375414818235,3,0
Yemen,YEM,44.1198,13.215,15.917280681859959,47.56778725520255,476.8938359443758,1,0
Yemen,YEM,44.2064,15.3483,15.917280681859959,47.56778725520255,365.88592040663116,35,3
Yemen,YEM,44.3661,33.3153,15.917280681859959,47.56778725520255,1953.9680760271017,1,0
Yemen,YEM,45,25,15.917280681859959,47.56778725520255,1040.5428132726897,2,0
Yemen,YEM,45.0333,12.8,15.917280681859959,47.56778725520255,440.0836912050789,21,2
Yemen,YEM,45.4498,15.5159,15.917280681859959,47.56778725520255,231.31684258568492,4,0
Yemen,YEM,46.7167,24.6333,15.917280681859959,47.56778725520255,969.0212519562668,72,6
Yemen,YEM,47.6581,29.3375,15.917280681859959,47.56778725520255,1486.21647711307,2,0
Yemen,YEM,48,15,15.917280681859959,47.56778725520255,111.59612123465361,2,1
Yemen,YEM,50.5775,26.225,15.917280681859959,47.56778725520255,1183.1931021012433,1,0
Yemen,YEM,51.25,25.5,15.917280681859959,47.56778725520255,1127.944194751648,1,0
Yemen,YEM,51.3889,35.6892,15.917280681859959,47.56778725520255,2223.2692784235314,11,0
Yemen,YEM,51.5333,25.2867,15.917280681859959,47.56778725520255,1116.4106371644923,2,0
Yemen,YEM,54,24,15.917280681859959,47.56778725520255,1119.3207000728862,6,1
Yemen,YEM,54.3667,24.4667,15.917280681859959,47.56778725520255,1182.979536170828,8,0
Yemen,YEM,55.2972,25.2631,15.917280681859959,47.56778725520255,1310.6384419746116,1,0
Yemen,YEM,57,21,15.917280681859959,47.56778725520255,1143.693300733372,8,0
Yemen,YEM,58.5922,23.6139,15.917280681859959,47.56778725520255,1434.4314059335024,35,3
Yemen,YEM,6.1469,46.2017,15.917280681859959,47.56778725520255,5093.25852982904,5,3
Yemen,YEM,9.836,46.8027,15.917280681859959,47.56778725520255,4879.8681505996055,1,0
